time,epoch,train_loss,val_loss,train_dur,rollout_dur,eval_dur
2023-02-13 18:35:54.105230+00:00,0,20.459537506103516,21.71112632751465,0.010544300079345703,0,0
2023-02-13 18:35:54.118939+00:00,1,18.111743927001953,21.71112632751465,0.007652997970581055,0,0
2023-02-13 18:35:54.132559+00:00,2,15.970612525939941,21.71112632751465,0.00767064094543457,0,0
2023-02-13 18:35:54.146140+00:00,3,19.100074768066406,21.71112632751465,0.007605314254760742,0,0
2023-02-13 18:35:54.159471+00:00,4,23.135189056396484,21.71112632751465,0.00737762451171875,0,0
2023-02-13 18:35:54.172924+00:00,5,22.067119598388672,21.71112632751465,0.007482051849365234,0,0
2023-02-13 18:35:54.186259+00:00,6,16.413101196289062,21.71112632751465,0.007424592971801758,0,0
2023-02-13 18:35:54.199567+00:00,7,17.678804397583008,21.71112632751465,0.007328987121582031,0,0
2023-02-13 18:35:54.212995+00:00,8,21.685775756835938,21.71112632751465,0.0073740482330322266,0,0
2023-02-13 18:35:54.226244+00:00,9,15.771382331848145,21.71112632751465,0.0073168277740478516,0,0
2023-02-13 18:35:54.239407+00:00,10,20.020992279052734,21.71112632751465,0.007206439971923828,0,0
2023-02-13 18:35:54.253100+00:00,11,21.67007064819336,21.71112632751465,0.007642507553100586,0,0
2023-02-13 18:35:54.266138+00:00,12,26.400136947631836,21.71112632751465,0.0071506500244140625,0,0
2023-02-13 18:35:54.279270+00:00,13,18.00274085998535,21.71112632751465,0.007177591323852539,0,0
2023-02-13 18:35:54.292292+00:00,14,24.060836791992188,21.71112632751465,0.0070607662200927734,0,0
2023-02-13 18:35:54.305264+00:00,15,19.619457244873047,21.71112632751465,0.007081508636474609,0,0
2023-02-13 18:35:54.318329+00:00,16,19.276657104492188,21.71112632751465,0.00706171989440918,0,0
2023-02-13 18:35:54.331761+00:00,17,22.914920806884766,21.71112632751465,0.007330656051635742,0,0
2023-02-13 18:35:54.345290+00:00,18,20.018089294433594,21.71112632751465,0.007394552230834961,0,0
2023-02-13 18:35:54.361419+00:00,19,18.270999908447266,21.71112632751465,0.009046316146850586,0,0
2023-02-13 18:35:54.377392+00:00,20,19.015316009521484,21.71112632751465,0.008811712265014648,0,0
2023-02-13 18:35:54.393373+00:00,21,19.52373504638672,21.71112632751465,0.008924007415771484,0,0
2023-02-13 18:35:54.408817+00:00,22,21.70957374572754,21.71112632751465,0.008821487426757812,0,0
2023-02-13 18:35:54.422135+00:00,23,17.002283096313477,21.71112632751465,0.0071718692779541016,0,0
2023-02-13 18:35:54.435223+00:00,24,22.28114128112793,21.71112632751465,0.007185935974121094,0,0
2023-02-13 18:35:54.448253+00:00,25,20.147689819335938,21.71112632751465,0.0071108341217041016,0,0
2023-02-13 18:35:54.461281+00:00,26,15.573302268981934,21.71112632751465,0.007138490676879883,0,0
2023-02-13 18:35:54.474334+00:00,27,20.815977096557617,21.71112632751465,0.007082700729370117,0,0
2023-02-13 18:35:54.487483+00:00,28,23.47233772277832,21.71112632751465,0.007209300994873047,0,0
2023-02-13 18:35:54.500577+00:00,29,17.85125160217285,21.71112632751465,0.007163286209106445,0,0

